variant_id,model_year,region,body_style,trim_level,drivetrain,wheelbase_mm,curb_mass_kg,drag_coefficient,frontal_area_m2,max_payload_kg,tow_rating_kg,homologation_code,active_aero,certification_market,test_cycle,procedure_standard,gcwr_kg,braked_trailer_rating_kg,unbraked_trailer_rating_kg
OAM-V0719,2027,KR,suv,Sport,AWD,3152,2758,0.366,3.03,669,3396,KR-2027-1437,false,Korea,WLTC-KR,KATRI/WLTC,6948,3396,750
OAM-V0720,2024,LATAM,crossover,Sport,RWD,3094,2288,0.290,2.48,565,1933,LATAM-2024-3685,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4889,1933,750
OAM-V0721,2025,AU,wagon,Touring,RWD,2915,1704,0.264,2.43,623,1643,AU-2025-6878,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4188,1643,750
OAM-V0722,2026,KR,wagon,Premium,4WD,2852,2132,0.270,2.54,512,1445,KR-2026-1173,false,Korea,WLTC-KR,KATRI/WLTC,4327,1445,750
OAM-V0723,2027,EU,pickup,Premium,RWD,3507,3066,0.338,3.13,1191,2796,EU-2027-6406,true,European Union,WLTP,UNECE R154,7251,2796,750
OAM-V0724,2024,GCC,suv,Premium,AWD,3203,2656,0.332,2.67,577,3028,GCC-2024-6738,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6385,3028,750
OAM-V0725,2025,NA,crossover,Base,AWD,2877,2329,0.295,2.84,576,2279,NA-2025-7462,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5426,2279,750
OAM-V0726,2026,EU,wagon,Sport,FWD,2892,1743,0.271,2.31,635,1626,EU-2026-2202,false,European Union,WLTP,UNECE R154,4242,1626,750
OAM-V0727,2027,LATAM,pickup,Sport,4WD,3570,2807,0.417,3.48,963,4832,LATAM-2027-6071,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,8715,4832,750
OAM-V0728,2024,EU,crossover,Executive,RWD,2964,1829,0.300,2.59,497,1731,EU-2024-3597,false,European Union,WLTP,UNECE R154,4293,1731,750
OAM-V0729,2025,NA,suv,Premium,RWD,2870,2417,0.363,2.77,661,2159,NA-2025-5257,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5465,2159,750
OAM-V0730,2026,EU,pickup,Executive,AWD,3272,2813,0.377,3.44,1119,3394,EU-2026-8438,false,European Union,WLTP,UNECE R154,7441,3394,750
OAM-V0731,2027,LATAM,crossover,Base,RWD,2826,1777,0.338,2.84,562,2164,LATAM-2027-1740,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4735,2164,750
OAM-V0732,2024,EU,sedan,Base,4WD,2884,1896,0.223,2.26,485,0,EU-2024-8892,false,European Union,WLTP,UNECE R154,2496,0,0
OAM-V0733,2025,EU,pickup,Performance,AWD,3435,3405,0.404,3.63,1032,3735,EU-2025-8798,false,European Union,WLTP,UNECE R154,8400,3735,750
OAM-V0734,2026,NA,suv,Touring,RWD,3168,2610,0.306,3.04,623,2795,NA-2026-2020,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6241,2795,750
OAM-V0735,2027,AU,wagon,Executive,RWD,3068,2113,0.247,2.35,637,1674,AU-2027-5980,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4542,1674,750
OAM-V0736,2024,EU,suv,Performance,AWD,3080,2924,0.338,2.86,623,2615,EU-2024-5595,false,European Union,WLTP,UNECE R154,6379,2615,750
OAM-V0737,2025,GCC,pickup,Sport,4WD,3646,3278,0.321,3.39,845,2745,GCC-2025-4790,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,7053,2745,750
OAM-V0738,2026,LATAM,suv,Performance,AWD,2856,2821,0.301,2.67,763,2584,LATAM-2026-7059,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6369,2584,750
OAM-V0739,2027,JP,van,Sport,4WD,4152,2551,0.348,4.05,929,1926,JP-2027-8892,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,5649,1926,750
OAM-V0740,2024,NA,wagon,Premium,RWD,2825,1812,0.282,2.45,508,1854,NA-2024-1212,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4341,1854,750
OAM-V0741,2025,UK,crossover,Base,AWD,3052,2419,0.341,2.84,453,1424,UK-2025-2403,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4539,1424,750
OAM-V0742,2026,EU,pickup,Base,AWD,3404,3421,0.428,3.54,902,4453,EU-2026-2307,false,European Union,WLTP,UNECE R154,9019,4453,750
OAM-V0743,2027,GCC,sedan,Sport,AWD,2822,1590,0.280,2.19,477,1645,GCC-2027-4740,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3850,1645,750
OAM-V0744,2024,EU,liftback,Executive,RWD,2862,1695,0.260,2.41,457,1530,EU-2024-3000,true,European Union,WLTP,UNECE R154,3879,1530,750
OAM-V0745,2025,GCC,suv,Fleet,RWD,3033,1921,0.379,2.88,600,3391,GCC-2025-8641,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6043,3391,750
OAM-V0746,2026,GCC,liftback,Premium,FWD,2899,1998,0.257,2.20,559,159,GCC-2026-3998,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2924,159,159
OAM-V0747,2027,NA,sedan,Base,RWD,2937,1797,0.219,2.18,489,1506,NA-2027-9944,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4002,1506,750
OAM-V0748,2024,GCC,crossover,Performance,AWD,3080,2124,0.249,2.53,529,1129,GCC-2024-2943,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3884,1129,750
OAM-V0749,2025,JP,liftback,Executive,RWD,2759,2030,0.223,2.33,564,1153,JP-2025-3735,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,3877,1153,750
OAM-V0750,2026,UK,crossover,Fleet,RWD,2930,1751,0.301,2.64,528,2343,UK-2026-5098,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4774,2343,750
OAM-V0751,2027,KR,van,Fleet,AWD,3478,3121,0.318,4.11,1171,3731,KR-2027-7364,false,Korea,WLTC-KR,KATRI/WLTC,8237,3731,750
OAM-V0752,2024,GCC,pickup,Base,4WD,3274,2395,0.402,3.43,1079,4893,GCC-2024-9511,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,8524,4893,750
OAM-V0753,2025,KR,wagon,Base,4WD,2785,2089,0.265,2.37,538,1348,KR-2025-1548,true,Korea,WLTC-KR,KATRI/WLTC,4142,1348,750
OAM-V0754,2026,NA,wagon,Performance,4WD,3066,2275,0.280,2.39,560,1578,NA-2026-3731,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4557,1578,750
OAM-V0755,2027,GCC,liftback,Performance,RWD,2860,2063,0.233,2.38,564,22,GCC-2027-9433,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2827,22,22
OAM-V0756,2024,NA,pickup,Base,RWD,3489,2540,0.377,3.31,853,3921,NA-2024-7135,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,7530,3921,750
OAM-V0757,2025,UK,pickup,Sport,RWD,3340,3141,0.428,3.08,1038,3959,UK-2025-2412,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,8326,3959,750
OAM-V0758,2026,LATAM,crossover,Executive,FWD,3031,1799,0.290,2.80,648,2108,LATAM-2026-2651,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4719,2108,750
OAM-V0759,2027,GCC,crossover,Touring,AWD,2960,2437,0.281,2.82,606,2521,GCC-2027-8383,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5743,2521,750
OAM-V0760,2024,AU,pickup,Fleet,4WD,3299,2721,0.377,3.41,1125,2895,AU-2024-8744,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6972,2895,750
OAM-V0761,2025,NA,wagon,Performance,FWD,3097,2097,0.262,2.46,478,1097,NA-2025-9545,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3822,1097,750
OAM-V0762,2026,NA,suv,Fleet,4WD,3099,2620,0.337,2.97,586,3621,NA-2026-2768,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6957,3621,750
OAM-V0763,2027,NA,crossover,Base,FWD,3139,1808,0.299,2.79,529,1244,NA-2027-8629,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3793,1244,750
OAM-V0764,2024,KR,crossover,Fleet,FWD,3144,2003,0.248,2.82,482,1986,KR-2024-9009,true,Korea,WLTC-KR,KATRI/WLTC,4590,1986,750
OAM-V0765,2025,AU,van,Premium,RWD,4088,2961,0.297,3.69,1393,2222,AU-2025-3531,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6762,2222,750
OAM-V0766,2026,UK,van,Executive,RWD,3977,2489,0.394,3.74,975,3075,UK-2026-6696,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6733,3075,750
OAM-V0767,2027,NA,van,Touring,FWD,3880,3366,0.323,3.54,957,3115,NA-2027-8152,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,7566,3115,750
OAM-V0768,2024,LATAM,liftback,Executive,RWD,2810,1606,0.237,2.24,475,510,LATAM-2024-8023,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2743,510,510
OAM-V0769,2025,EU,crossover,Executive,AWD,3011,1914,0.278,2.64,515,2171,EU-2025-9017,true,European Union,WLTP,UNECE R154,4727,2171,750
OAM-V0770,2026,KR,wagon,Performance,RWD,2932,1737,0.205,2.44,499,1319,KR-2026-2225,true,Korea,WLTC-KR,KATRI/WLTC,3801,1319,750
OAM-V0771,2027,AU,wagon,Touring,FWD,2801,1572,0.248,2.41,602,1214,AU-2027-2570,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3499,1214,750
OAM-V0772,2024,JP,wagon,Executive,AWD,2885,2160,0.282,2.52,527,1943,JP-2024-3447,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4806,1943,750
OAM-V0773,2025,NA,crossover,Base,4WD,2815,2150,0.317,2.84,592,1394,NA-2025-4728,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4268,1394,750
OAM-V0774,2026,EU,pickup,Touring,4WD,3603,2733,0.394,3.02,690,4782,EU-2026-7909,true,European Union,WLTP,UNECE R154,8442,4782,750
OAM-V0775,2027,EU,van,Executive,FWD,3693,3428,0.338,3.28,1243,2754,EU-2027-1542,true,European Union,WLTP,UNECE R154,7548,2754,750
OAM-V0776,2024,NA,van,Fleet,AWD,3568,2826,0.293,3.94,1222,2477,NA-2024-9366,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6674,2477,750
OAM-V0777,2025,EU,crossover,Performance,RWD,2930,2448,0.286,2.84,612,1073,EU-2025-8394,true,European Union,WLTP,UNECE R154,4241,1073,750
OAM-V0778,2026,GCC,liftback,Executive,FWD,3001,1772,0.252,2.43,483,0,GCC-2026-5854,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2453,0,0
OAM-V0779,2027,KR,pickup,Base,RWD,3390,2489,0.384,3.52,960,3566,KR-2027-1442,false,Korea,WLTC-KR,KATRI/WLTC,7205,3566,750
OAM-V0780,2024,AU,suv,Executive,RWD,3217,2684,0.258,2.66,630,2481,AU-2024-6033,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,5936,2481,750
OAM-V0781,2025,EU,wagon,Premium,AWD,2883,1850,0.254,2.45,495,1753,EU-2025-3045,true,European Union,WLTP,UNECE R154,4302,1753,750
OAM-V0782,2026,JP,pickup,Touring,4WD,3310,3150,0.374,3.10,980,4858,JP-2026-8095,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,9095,4858,750
OAM-V0783,2027,KR,suv,Fleet,4WD,3090,2166,0.294,2.82,556,2219,KR-2027-6410,false,Korea,WLTC-KR,KATRI/WLTC,5041,2219,750
OAM-V0784,2024,NA,liftback,Premium,4WD,2824,2082,0.307,2.20,473,581,NA-2024-2404,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3328,581,581
OAM-V0785,2025,UK,wagon,Executive,FWD,3034,2118,0.294,2.34,492,1360,UK-2025-2588,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4075,1360,750
OAM-V0786,2026,GCC,van,Fleet,FWD,4135,3414,0.353,3.61,936,3128,GCC-2026-3881,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,7655,3128,750
OAM-V0787,2027,NA,suv,Performance,RWD,3178,2507,0.316,3.03,592,1840,NA-2027-8335,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5085,1840,750
OAM-V0788,2024,AU,suv,Base,FWD,3215,2531,0.339,2.98,665,2445,AU-2024-5539,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,5844,2445,750
OAM-V0789,2025,NA,suv,Performance,RWD,2955,2531,0.316,3.14,638,2229,NA-2025-9597,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5610,2229,750
OAM-V0790,2026,UK,van,Fleet,RWD,4024,2407,0.349,3.61,858,2276,UK-2026-3027,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,5646,2276,750
OAM-V0791,2027,LATAM,crossover,Touring,4WD,2923,2350,0.268,2.75,672,1421,LATAM-2027-9533,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4567,1421,750
OAM-V0792,2024,LATAM,crossover,Sport,FWD,3044,2077,0.347,2.83,670,1706,LATAM-2024-6232,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4575,1706,750
OAM-V0793,2025,AU,liftback,Executive,FWD,2924,1838,0.242,2.18,478,11,AU-2025-2934,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2538,11,11
OAM-V0794,2026,EU,suv,Performance,RWD,2861,2567,0.320,2.66,679,1859,EU-2026-5319,false,European Union,WLTP,UNECE R154,5271,1859,750
OAM-V0795,2027,JP,pickup,Performance,AWD,3552,3000,0.327,3.32,911,4122,JP-2027-5624,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,8267,4122,750
OAM-V0796,2024,GCC,wagon,Sport,RWD,2913,1918,0.285,2.30,606,1823,GCC-2024-2358,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4512,1823,750
OAM-V0797,2025,AU,liftback,Premium,FWD,2725,2057,0.208,2.24,438,553,AU-2025-9590,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3288,553,553
OAM-V0798,2026,JP,van,Premium,AWD,3350,3647,0.313,3.88,1198,2930,JP-2026-4798,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,7965,2930,750
OAM-V0799,2027,GCC,wagon,Fleet,FWD,2949,1755,0.311,2.46,561,1629,GCC-2027-8726,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4124,1629,750
OAM-V0800,2024,JP,crossover,Performance,FWD,2767,2045,0.289,2.66,607,1078,JP-2024-7156,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,3881,1078,750
OAM-V0801,2025,KR,suv,Executive,RWD,3215,2173,0.313,3.09,743,2322,KR-2025-7918,true,Korea,WLTC-KR,KATRI/WLTC,5442,2322,750
OAM-V0802,2026,UK,wagon,Performance,FWD,3054,1922,0.269,2.49,635,1165,UK-2026-1151,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,3883,1165,750
OAM-V0803,2027,EU,liftback,Fleet,RWD,2925,1875,0.294,2.24,570,429,EU-2027-7704,false,European Union,WLTP,UNECE R154,2982,429,429
OAM-V0804,2024,UK,van,Touring,FWD,3309,2856,0.313,3.31,1215,3319,UK-2024-1672,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7555,3319,750
OAM-V0805,2025,EU,suv,Touring,4WD,2993,2099,0.369,3.13,726,2866,EU-2025-7271,false,European Union,WLTP,UNECE R154,5855,2866,750
OAM-V0806,2026,NA,sedan,Fleet,AWD,2747,1772,0.211,2.24,538,0,NA-2026-2976,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2430,0,0
OAM-V0807,2027,KR,wagon,Fleet,AWD,3041,2014,0.312,2.28,619,2044,KR-2027-5909,false,Korea,WLTC-KR,KATRI/WLTC,4798,2044,750
OAM-V0808,2024,EU,wagon,Fleet,RWD,2906,1815,0.245,2.26,505,1259,EU-2024-5471,true,European Union,WLTP,UNECE R154,3773,1259,750
OAM-V0809,2025,JP,pickup,Sport,AWD,3670,3106,0.343,3.39,991,2950,JP-2025-7092,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,7261,2950,750
OAM-V0810,2026,LATAM,liftback,Base,RWD,3009,1514,0.305,2.39,437,1074,LATAM-2026-1775,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3132,1074,750
OAM-V0811,2027,GCC,liftback,Sport,AWD,2992,1962,0.209,2.36,488,1223,GCC-2027-6830,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3793,1223,750
OAM-V0812,2024,LATAM,sedan,Touring,FWD,2838,1469,0.202,2.22,406,0,LATAM-2024-9533,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2054,0,0
OAM-V0813,2025,AU,wagon,Performance,FWD,3015,1997,0.233,2.26,458,1326,AU-2025-5868,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3896,1326,750
OAM-V0814,2026,UK,liftback,Touring,4WD,2981,1901,0.301,2.25,457,1721,UK-2026-7243,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4196,1721,750
OAM-V0815,2027,EU,liftback,Performance,AWD,2920,1854,0.281,2.44,538,0,EU-2027-9462,false,European Union,WLTP,UNECE R154,2633,0,0
OAM-V0816,2024,GCC,wagon,Executive,AWD,3055,2213,0.225,2.48,648,1879,GCC-2024-6763,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4975,1879,750
OAM-V0817,2025,EU,suv,Touring,FWD,2885,2632,0.261,3.08,551,3442,EU-2025-1344,true,European Union,WLTP,UNECE R154,6755,3442,750
OAM-V0818,2026,JP,sedan,Fleet,RWD,2712,1887,0.233,2.17,490,0,JP-2026-6933,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2622,0,0
OAM-V0819,2027,JP,liftback,Executive,RWD,2986,1902,0.204,2.23,500,80,JP-2027-4304,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2726,80,80
OAM-V0820,2024,NA,wagon,Performance,4WD,2940,2041,0.300,2.26,635,1330,NA-2024-3154,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4228,1330,750
OAM-V0821,2025,AU,suv,Base,4WD,2940,2449,0.323,3.06,718,3215,AU-2025-8279,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6565,3215,750
OAM-V0822,2026,KR,wagon,Executive,4WD,3086,2255,0.270,2.46,627,1768,KR-2026-9070,true,Korea,WLTC-KR,KATRI/WLTC,4849,1768,750
OAM-V0823,2027,KR,pickup,Touring,4WD,3331,2613,0.426,3.23,951,3618,KR-2027-4081,false,Korea,WLTC-KR,KATRI/WLTC,7379,3618,750
OAM-V0824,2024,LATAM,liftback,Touring,RWD,2928,1493,0.303,2.25,540,0,LATAM-2024-3173,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2174,0,0
OAM-V0825,2025,NA,crossover,Sport,AWD,2827,1869,0.308,2.49,533,1970,NA-2025-5791,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4537,1970,750
OAM-V0826,2026,JP,pickup,Premium,AWD,3395,2855,0.398,3.39,782,4961,JP-2026-2502,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,8824,4961,750
OAM-V0827,2027,JP,sedan,Fleet,FWD,2882,1664,0.258,2.18,417,628,JP-2027-3991,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2848,628,628
OAM-V0828,2024,AU,liftback,Executive,RWD,2818,1924,0.256,2.26,521,0,AU-2024-1687,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2690,0,0
OAM-V0829,2025,KR,suv,Performance,RWD,3099,2680,0.292,2.89,594,2224,KR-2025-8137,true,Korea,WLTC-KR,KATRI/WLTC,5666,2224,750
OAM-V0830,2026,JP,liftback,Executive,FWD,2801,1866,0.303,2.17,564,193,JP-2026-8846,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2831,193,193
OAM-V0831,2027,GCC,liftback,Sport,FWD,2962,1698,0.302,2.18,451,0,GCC-2027-5040,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2259,0,0
OAM-V0832,2024,LATAM,crossover,Premium,RWD,3134,2153,0.302,2.63,526,2116,LATAM-2024-5381,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4946,2116,750
OAM-V0833,2025,JP,wagon,Fleet,4WD,3065,1983,0.290,2.42,587,1723,JP-2025-1097,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4494,1723,750
OAM-V0834,2026,NA,sedan,Touring,AWD,2801,2032,0.233,2.38,515,0,NA-2026-2925,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2691,0,0
OAM-V0835,2027,GCC,suv,Base,AWD,3148,2403,0.297,2.75,587,2545,GCC-2027-8558,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5672,2545,750
OAM-V0836,2024,GCC,pickup,Premium,RWD,3317,2566,0.340,3.27,816,2603,GCC-2024-1275,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6226,2603,750
OAM-V0837,2025,AU,sedan,Performance,FWD,2875,1763,0.259,2.39,414,693,AU-2025-4491,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2983,693,693
OAM-V0838,2026,EU,suv,Executive,4WD,2878,2175,0.287,2.88,595,2880,EU-2026-2250,true,European Union,WLTP,UNECE R154,5869,2880,750
OAM-V0839,2027,LATAM,crossover,Executive,RWD,2993,1979,0.321,2.74,460,1203,LATAM-2027-3441,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3758,1203,750
OAM-V0840,2024,NA,crossover,Performance,RWD,2939,2186,0.270,2.64,611,2146,NA-2024-4165,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5175,2146,750
OAM-V0841,2025,EU,crossover,Premium,4WD,3076,2081,0.294,2.75,583,2009,EU-2025-5022,false,European Union,WLTP,UNECE R154,4861,2009,750
OAM-V0842,2026,JP,crossover,Executive,4WD,2945,2391,0.287,2.82,599,1722,JP-2026-3955,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4813,1722,750
OAM-V0843,2027,AU,crossover,Sport,FWD,3026,2170,0.296,2.47,577,1876,AU-2027-5196,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4785,1876,750
OAM-V0844,2024,LATAM,pickup,Premium,4WD,3342,2636,0.440,3.49,761,2739,LATAM-2024-9655,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6348,2739,750
OAM-V0845,2025,LATAM,van,Premium,RWD,4196,3387,0.324,3.95,1098,3438,LATAM-2025-8207,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,8141,3438,750
OAM-V0846,2026,AU,van,Performance,4WD,3822,2719,0.382,3.40,833,2334,AU-2026-8726,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6058,2334,750
OAM-V0847,2027,EU,liftback,Executive,RWD,2737,1936,0.298,2.16,447,1277,EU-2027-2144,false,European Union,WLTP,UNECE R154,3835,1277,750
OAM-V0848,2024,KR,suv,Touring,FWD,3058,2530,0.344,2.79,585,2027,KR-2024-9390,false,Korea,WLTC-KR,KATRI/WLTC,5392,2027,750
OAM-V0849,2025,JP,sedan,Executive,AWD,2900,1830,0.270,2.42,554,0,JP-2025-6297,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2616,0,0
OAM-V0850,2026,UK,sedan,Premium,RWD,2736,1548,0.237,2.18,505,0,UK-2026-3611,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,2198,0,0
OAM-V0851,2027,AU,van,Executive,RWD,3378,3559,0.371,3.34,1012,3071,AU-2027-7883,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7804,3071,750
OAM-V0852,2024,EU,van,Premium,AWD,3657,2674,0.340,3.22,1466,3187,EU-2024-2412,false,European Union,WLTP,UNECE R154,7462,3187,750
OAM-V0853,2025,EU,wagon,Executive,4WD,3068,2183,0.295,2.49,630,2055,EU-2025-9793,false,European Union,WLTP,UNECE R154,4979,2055,750
OAM-V0854,2026,GCC,wagon,Executive,RWD,2819,1978,0.299,2.44,634,1543,GCC-2026-4421,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4353,1543,750
OAM-V0855,2027,KR,liftback,Premium,RWD,2979,2020,0.248,2.24,491,900,KR-2027-8402,false,Korea,WLTC-KR,KATRI/WLTC,3650,900,750
OAM-V0856,2024,NA,crossover,Sport,RWD,2913,1787,0.280,2.69,558,1546,NA-2024-2563,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3991,1546,750
OAM-V0857,2025,UK,van,Premium,4WD,3506,2872,0.346,3.54,1567,2562,UK-2025-3879,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7186,2562,750
OAM-V0858,2026,JP,liftback,Executive,FWD,2892,1967,0.271,2.29,505,1405,JP-2026-5187,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4041,1405,750
OAM-V0859,2027,NA,pickup,Base,AWD,3319,2439,0.349,3.47,862,4072,NA-2027-5982,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,7574,4072,750
OAM-V0860,2024,AU,sedan,Sport,RWD,2818,1594,0.290,2.34,547,263,AU-2024-8436,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2619,263,263
OAM-V0861,2025,GCC,crossover,Executive,4WD,3028,2431,0.313,2.77,672,2415,GCC-2025-6247,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5645,2415,750
OAM-V0862,2026,LATAM,pickup,Fleet,AWD,3430,2763,0.335,3.32,658,2791,LATAM-2026-6597,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6345,2791,750
OAM-V0863,2027,NA,liftback,Base,AWD,2796,1936,0.255,2.27,544,0,NA-2027-6969,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2669,0,0
