calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00369,PX32,V35H,3.5,6,164.5,325.3,524.7,3.348,FM-11.0,143,110.6,89E3E3,2025-12-16,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00370,PX95,V35H,3.5,6,122.9,346.2,676.0,3.658,FM-8.7,64,118.5,4CDC4A,2024-04-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00371,PX65,B18T,1.8,4,181.4,159.0,235.4,4.068,FM-4.8,149,113.4,9E6DF1,2025-02-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00372,PX56,B20T,2.0,4,136.4,176.9,294.4,3.209,FM-4.1,190,114.7,967EBA,2025-09-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00373,PX89,V50D,5.0,8,178.0,312.1,863.9,4.178,FM-12.3,204,116.8,2C2869,2026-01-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00374,PX62,B18T,1.8,4,118.3,149.1,300.9,3.204,FM-5.8,168,111.4,3CDB67,2024-10-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00375,PX33,V30T,3.0,6,207.4,257.2,494.2,3.699,FM-4.2,210,113.7,02B24F,2026-02-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00376,PX71,B18T,1.8,4,136.2,152.0,283.8,3.802,FM-9.4,168,113.1,AA2C6D,2024-01-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00377,PX24,B20T,2.0,4,191.9,151.6,340.0,3.496,FM-6.4,196,107.8,82CA85,2024-11-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00378,PX49,V50D,5.0,8,232.2,354.7,840.7,4.219,FM-10.1,203,115.1,18288B,2026-01-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00379,PX37,V30T,3.0,6,161.9,271.2,553.0,3.319,FM-8.8,217,121.1,26062E,2025-04-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00380,PX84,B18T,1.8,4,147.3,168.2,262.6,3.266,FM-13.8,131,105.8,042526,2026-04-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00381,PX88,V35H,3.5,6,113.0,276.2,714.3,3.075,FM-13.7,89,113.6,E45888,2026-04-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00382,PX26,V50D,5.0,8,230.3,427.4,856.1,3.220,FM-6.7,288,122.4,107392,2025-09-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00383,PX39,B18T,1.8,4,122.5,151.9,319.7,3.272,FM-6.1,169,112.5,2093B1,2026-04-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00384,PX59,V50D,5.0,8,243.7,408.3,773.6,3.695,FM-3.7,276,115.4,F922E0,2025-12-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00385,PX44,V35H,3.5,6,72.2,256.8,622.7,3.844,FM-4.5,85,119.2,13E8F2,2025-04-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00386,PX42,V30T,3.0,6,208.3,220.4,433.0,3.620,FM-9.7,178,114.9,506F17,2024-02-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00387,PX60,V50D,5.0,8,132.8,398.3,808.4,3.509,FM-13.0,242,114.8,677024,2025-08-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00388,PX45,V50D,5.0,8,211.2,331.0,879.8,3.714,FM-11.7,240,112.4,CA28BB,2025-09-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00389,PX79,V30T,3.0,6,150.0,343.8,536.3,3.026,FM-8.1,229,114.4,A166A2,2025-09-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00390,PX23,B20T,2.0,4,140.5,145.1,280.6,3.064,FM-3.8,128,108.0,B39290,2025-11-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00391,PX63,B20T,2.0,4,124.1,155.2,336.5,3.335,FM-9.4,143,115.9,ABEB96,2025-06-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00392,PX45,B18T,1.8,4,152.1,141.2,253.2,3.363,FM-11.0,145,112.8,1D57D8,2025-03-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00393,PX75,V30T,3.0,6,175.7,342.5,517.5,3.432,FM-6.2,186,113.0,553F61,2026-06-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00394,PX92,B20T,2.0,4,144.8,155.3,410.2,3.185,FM-13.4,167,112.7,61111A,2024-11-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00395,PX83,V35H,3.5,6,110.2,389.7,606.0,3.217,FM-12.6,97,116.9,BC4DF1,2026-03-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00396,PX61,V30T,3.0,6,170.6,284.0,614.7,3.389,FM-5.8,247,119.6,E83423,2025-06-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00397,PX74,B18T,1.8,4,123.4,168.5,317.8,3.605,FM-5.2,150,111.8,03E2CB,2025-03-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00398,PX85,V35H,3.5,6,113.2,328.8,519.1,3.250,FM-5.6,89,113.8,82DB21,2024-08-04,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00399,PX86,V35H,3.5,6,100.3,341.0,650.6,3.842,FM-4.8,105,110.9,63B118,2024-01-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00400,PX75,B18T,1.8,4,184.4,158.8,296.2,3.493,FM-5.8,155,105.3,B9C75E,2025-04-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00401,PX75,V35H,3.5,6,109.9,238.9,674.8,3.703,FM-12.8,122,111.4,549FB3,2025-07-28,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00402,PX27,V50D,5.0,8,214.5,274.2,934.5,3.425,FM-10.8,284,121.6,400BF3,2026-05-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00403,PX20,V30T,3.0,6,135.6,233.7,648.4,3.247,FM-9.5,234,112.3,5D7DAE,2024-10-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00404,PX44,B20T,2.0,4,162.1,197.9,407.1,3.703,FM-6.3,129,112.2,143251,2025-08-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00405,PX28,B18T,1.8,4,167.3,159.3,257.5,3.734,FM-4.1,131,112.2,C64517,2025-12-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00406,PX37,B18T,1.8,4,184.3,160.6,317.5,3.525,FM-5.7,122,105.2,1D2966,2026-04-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00407,PX36,V50D,5.0,8,136.7,362.9,853.3,3.899,FM-7.6,249,112.7,B3E270,2026-02-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00408,PX22,B20T,2.0,4,169.3,170.6,421.7,3.278,FM-7.6,184,110.3,2C3E8E,2026-02-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00409,PX89,B18T,1.8,4,124.0,119.8,223.0,3.733,FM-13.3,166,113.1,248DBC,2026-04-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00410,PX96,V30T,3.0,6,129.3,311.6,500.6,3.122,FM-13.5,212,119.9,8973BE,2024-02-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00411,PX65,V30T,3.0,6,143.1,293.5,559.7,3.146,FM-9.5,186,119.6,5533E3,2024-01-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00412,PX59,B20T,2.0,4,120.1,185.4,344.8,3.385,FM-7.4,174,108.7,353AFD,2026-05-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00413,PX79,V30T,3.0,6,180.1,226.0,511.3,3.269,FM-3.1,202,120.5,7FC613,2025-05-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00414,PX39,B18T,1.8,4,165.4,126.4,319.1,3.841,FM-10.0,179,108.4,FD9A3E,2025-06-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00415,PX32,B18T,1.8,4,113.3,133.1,315.2,3.564,FM-8.2,150,107.3,FE0922,2024-07-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00416,PX50,B18T,1.8,4,184.8,154.2,251.8,3.977,FM-13.2,146,107.3,20ECF3,2026-05-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00417,PX97,V50D,5.0,8,217.6,365.3,833.4,3.330,FM-5.3,233,117.4,E0B830,2024-01-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00418,PX52,B18T,1.8,4,144.6,115.6,300.6,3.378,FM-4.2,124,107.9,FB6136,2024-08-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00419,PX26,B18T,1.8,4,112.0,107.2,239.9,4.115,FM-3.2,133,112.2,CC1209,2026-04-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00420,PX28,V50D,5.0,8,133.1,366.3,825.0,3.786,FM-3.7,196,125.8,58452A,2024-03-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00421,PX44,V35H,3.5,6,77.8,317.8,724.4,3.795,FM-10.5,147,115.8,199DD5,2026-05-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00422,PX73,V30T,3.0,6,169.9,293.0,460.1,3.026,FM-11.3,258,117.2,906A26,2024-05-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00423,PX51,B20T,2.0,4,197.9,148.7,316.4,3.450,FM-4.2,169,112.5,A95719,2026-03-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00424,PX24,V35H,3.5,6,146.3,251.8,554.4,3.018,FM-9.2,108,108.5,981C7D,2026-01-17,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00425,PX68,B18T,1.8,4,136.4,166.2,305.9,3.429,FM-13.3,127,113.2,9270C8,2024-03-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00426,PX70,V30T,3.0,6,218.1,306.0,460.6,3.034,FM-3.6,197,112.1,CE05E8,2024-08-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00427,PX62,B20T,2.0,4,206.2,214.0,289.0,3.412,FM-5.7,174,107.9,6DFBB4,2026-01-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00428,PX90,V35H,3.5,6,152.8,282.0,521.4,3.120,FM-6.0,57,109.7,4D3F8F,2025-02-05,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00429,PX83,B18T,1.8,4,114.8,157.9,322.2,3.631,FM-12.3,169,109.8,A358CF,2026-02-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00430,PX88,V50D,5.0,8,241.7,357.1,846.2,3.751,FM-4.1,194,117.9,F3C173,2025-06-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00431,PX92,V35H,3.5,6,157.6,238.1,694.1,3.335,FM-6.7,71,110.4,462AD0,2025-01-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00432,PX25,V30T,3.0,6,214.6,306.5,483.5,3.635,FM-4.7,198,120.9,AED7FE,2025-07-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00433,PX55,B18T,1.8,4,136.2,138.3,267.0,3.382,FM-9.4,135,110.5,5A971B,2025-10-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00434,PX67,V30T,3.0,6,202.5,266.2,455.3,3.199,FM-9.7,187,121.6,A27348,2026-02-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00435,PX81,B20T,2.0,4,148.0,175.9,428.9,3.165,FM-13.2,199,110.7,1FD6CE,2024-06-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00436,PX96,V30T,3.0,6,218.3,231.2,602.2,3.066,FM-13.2,248,110.8,B9E854,2024-02-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00437,PX49,B20T,2.0,4,154.0,225.4,415.1,3.118,FM-10.1,145,106.3,5E5247,2025-08-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00438,PX29,V30T,3.0,6,125.3,222.7,462.2,3.244,FM-4.5,231,119.9,135076,2025-02-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00439,PX50,V35H,3.5,6,110.9,299.2,585.3,4.072,FM-12.0,160,111.9,838A6D,2024-11-23,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00440,PX94,V50D,5.0,8,254.2,297.9,922.8,3.788,FM-13.0,215,114.2,CF3ECE,2025-07-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00441,PX94,V35H,3.5,6,75.3,356.3,504.4,3.673,FM-7.3,50,116.1,4177DD,2024-06-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00442,PX61,B20T,2.0,4,103.8,204.7,375.2,3.664,FM-3.3,135,114.3,DDC7BE,2024-09-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00443,PX25,B18T,1.8,4,162.7,106.1,289.3,3.879,FM-13.6,124,111.7,9AD2F3,2026-06-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00444,PX73,B18T,1.8,4,130.1,155.4,220.7,3.785,FM-13.0,175,113.5,E32265,2024-04-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00445,PX48,V50D,5.0,8,134.8,400.2,942.7,3.416,FM-11.4,263,124.7,18490F,2025-04-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00446,PX87,B18T,1.8,4,124.6,133.8,225.0,4.116,FM-3.4,139,113.3,F9D528,2025-10-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00447,PX87,V35H,3.5,6,116.7,371.9,521.9,3.285,FM-4.4,122,113.3,AE4E11,2025-12-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00448,PX66,V50D,5.0,8,240.0,320.6,693.8,4.174,FM-13.3,217,122.2,909610,2024-08-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00449,PX80,V30T,3.0,6,229.2,356.3,470.8,3.590,FM-3.2,220,120.6,2EE05C,2024-08-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00450,PX49,V30T,3.0,6,213.9,314.0,623.4,3.247,FM-9.5,196,117.6,1561AC,2024-11-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00451,PX78,V50D,5.0,8,208.5,380.4,831.7,3.390,FM-7.2,269,114.3,FF239B,2024-06-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00452,PX62,V30T,3.0,6,153.4,347.6,532.3,2.992,FM-11.1,228,110.5,CF8E57,2024-12-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00453,PX71,B20T,2.0,4,196.9,180.0,411.6,3.723,FM-7.1,159,113.1,EBE0DD,2024-08-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00454,PX65,V50D,5.0,8,204.6,372.8,673.8,3.519,FM-6.5,193,121.5,63A311,2024-07-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00455,PX37,V35H,3.5,6,142.8,288.5,543.2,3.077,FM-4.6,137,113.9,B65F2D,2025-11-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00456,PX42,V30T,3.0,6,189.1,330.5,642.8,3.833,FM-9.5,190,115.0,6551C4,2025-03-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00457,PX85,B20T,2.0,4,102.8,150.3,280.6,3.433,FM-9.8,178,107.4,D8584D,2024-10-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00458,PX93,V50D,5.0,8,247.5,322.5,905.6,3.453,FM-5.6,249,121.4,2E11F5,2025-08-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00459,PX28,B18T,1.8,4,104.5,120.9,321.6,3.302,FM-5.0,165,106.5,E18AB2,2025-01-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00460,PX73,B20T,2.0,4,130.3,166.4,378.3,3.211,FM-8.2,158,107.7,7A7C1C,2024-01-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00461,PX72,V50D,5.0,8,221.0,284.1,897.7,3.681,FM-11.4,256,121.9,740756,2024-02-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00462,PX41,V30T,3.0,6,159.3,282.5,457.7,3.582,FM-11.2,184,115.0,6E59FB,2026-04-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00463,PX79,B18T,1.8,4,157.5,136.4,329.6,3.805,FM-8.3,176,105.2,CB4704,2026-05-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00464,PX51,B20T,2.0,4,129.7,173.1,334.1,3.600,FM-3.6,187,115.5,1CC53A,2025-11-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
